ID,类型,类别,场景,初始条件,演化记录,结论,证据,问题代码,原因/说明
E181,极端,灾害与世界级风险,地震 发生时的全系统响应,真实世界出现 地震，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,"I07,I16",当前文档只能把它们近似成 urgent/system_p0 通知，但没有 hazard 本体、避难/撤离路径与身体强制层。
E182,极端,灾害与世界级风险,火山爆发 发生时的全系统响应,真实世界出现 火山爆发，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E183,极端,灾害与世界级风险,洪水 发生时的全系统响应,真实世界出现 洪水，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E184,极端,灾害与世界级风险,火灾 发生时的全系统响应,真实世界出现 火灾，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,"I07,I16",当前文档只能把它们近似成 urgent/system_p0 通知，但没有 hazard 本体、避难/撤离路径与身体强制层。
E185,极端,灾害与世界级风险,台风 发生时的全系统响应,真实世界出现 台风，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E186,极端,灾害与世界级风险,暴雪 发生时的全系统响应,真实世界出现 暴雪，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E187,极端,灾害与世界级风险,大规模停电 发生时的全系统响应,真实世界出现 大规模停电，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,部分通过,E_INDEX + E_LOCAL + E_RESTART,"I07,I14",可以部分映射为系统事件、掉线、角色变化或资源不足，但没有专门世界级资源/物流层。
E188,极端,灾害与世界级风险,化学泄漏 发生时的全系统响应,真实世界出现 化学泄漏，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E189,极端,灾害与世界级风险,传染病暴发 发生时的全系统响应,真实世界出现 传染病暴发，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E190,极端,灾害与世界级风险,建筑坍塌 发生时的全系统响应,真实世界出现 建筑坍塌，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,"I07,I16",当前文档只能把它们近似成 urgent/system_p0 通知，但没有 hazard 本体、避难/撤离路径与身体强制层。
E191,极端,灾害与世界级风险,山火 发生时的全系统响应,真实世界出现 山火，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E192,极端,灾害与世界级风险,海啸 发生时的全系统响应,真实世界出现 海啸，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E193,极端,灾害与世界级风险,极端高温 发生时的全系统响应,真实世界出现 极端高温，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E194,极端,灾害与世界级风险,极端低温 发生时的全系统响应,真实世界出现 极端低温，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E195,极端,灾害与世界级风险,道路封锁 发生时的全系统响应,真实世界出现 道路封锁，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,部分通过,E_INDEX + E_LOCAL + E_RESTART,"I07,I14",可以部分映射为系统事件、掉线、角色变化或资源不足，但没有专门世界级资源/物流层。
E196,极端,灾害与世界级风险,互联网骨干中断 发生时的全系统响应,真实世界出现 互联网骨干中断，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,部分通过,E_INDEX + E_LOCAL + E_RESTART,"I07,I14",可以部分映射为系统事件、掉线、角色变化或资源不足，但没有专门世界级资源/物流层。
E197,极端,灾害与世界级风险,城市级骚乱 发生时的全系统响应,真实世界出现 城市级骚乱，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,I07,缺灾害作用域、持续时间、区域影响与恢复阶段建模。
E198,极端,灾害与世界级风险,大规模疏散 发生时的全系统响应,真实世界出现 大规模疏散，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,失败,E_INDEX + E_LOCAL + E_RESTART,"I07,I16",当前文档只能把它们近似成 urgent/system_p0 通知，但没有 hazard 本体、避难/撤离路径与身体强制层。
E199,极端,灾害与世界级风险,机场关闭 发生时的全系统响应,真实世界出现 机场关闭，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,部分通过,E_INDEX + E_LOCAL + E_RESTART,"I07,I14",可以部分映射为系统事件、掉线、角色变化或资源不足，但没有专门世界级资源/物流层。
E200,极端,灾害与世界级风险,医院超载 发生时的全系统响应,真实世界出现 医院超载，影响多个 place_id、多个 context、多个 agent。,t0 外部世界触发灾害；t1 理想上应广播 hazard 事件并改变 physical feasibility / priorities / obligations；t2 现文档只能用 urgent/system_p0 粗近似，无法完整表达区域作用、避难、封控、伤亡与资源短缺。,部分通过,E_INDEX + E_LOCAL + E_RESTART,"I07,I14",可以部分映射为系统事件、掉线、角色变化或资源不足，但没有专门世界级资源/物流层。
E201,极端,长期运行,100 万 agent 长期同时演化,超大规模多 agent 世界。,t0 每 tick 都有大批 next_wakeup；t1 单 agent×context 限流不够；t2 需要全局 admission/budget。,部分通过,E_INDEX + E_STORM,I06,局部稳定性机制存在，但全局调度预算不足。
E202,极端,长期运行,高优场长期霸占 agent，低优任务永远饿死,多个 context 竞争。,t0 direct/urgent 持续流入；t1 低优 persistent 工作长期不被取出；t2 缺强制 aging/fairness。,部分通过,E_COMBO + E_INDEX,I06,RuntimeEnvelope 提到 fairness，但未完全制度化。
E203,极端,长期运行,ForegroundStack 长期不清理历史帧,数月运行。,t0 中断很多；t1 frames 长期积累；t2 内存与恢复复杂度上升。,部分通过,E_INDEX,I12,深度上限与回收策略仍开放。
E204,极端,长期运行,memory tiers 一直增长直到 top-N 选择失真,几年运行。,t0 long/persistent 积累；t1 top-N relevance 越来越脆；t2 缺更系统的 compaction/rewrite。,部分通过,E_COMBO,I04,只有注入上限，没有长期重写策略。
E205,极端,长期运行,notification sweeper 停摆后系统慢性膨胀,后台清扫器故障。,t0 TTL 过期项不清；t1 pending/archived 越积越多；t2 assemble 变慢。,失败,E_INDEX + E_STORM,I13,清扫器是要求，但未成为不可缺少的强制组件。
E206,极端,长期运行,writeback ledger 多年后 replay 成本过高,compaction 缺失。,t0 事件量巨大；t1 snapshot 不够频繁；t2 恢复耗时过长。,失败,E_WRITE + E_RESTART,I04,缺 retention/compaction 规范。
E207,极端,长期运行,同一 agent 经年累月的 baseline attention 被 decay 逻辑改坏,长期漂移。,t0 attention_policy 多次 decay；t1 偏离原人格基线；t2 不可写回公设被破坏。,失败,E_COMBO + E_INDEX,I02,这是长期漂移的硬 bug。
E208,极端,长期运行,旧字段与新字段并存导致状态渐进分叉,current_activity 与 activity_profile 都被某些组件维护。,t0 两套字段并存；t1 某些代码写旧字段，某些代码读新字段；t2 长期漂移。,失败,E_ACTIVITY + E_COMBO + E_INDEX,I01,这是最危险的结构性问题之一。
E209,极端,长期运行,多代 schema 升级后旧 snapshot 无法恢复,v1.1/v1.2/v1.3 混用。,t0 旧 snapshot 持有 old fields；t1 新代码只认新结构；t2 迁移策略未定。,失败,E_INDEX + E_RESTART,"I01,I18",缺 schema migration plan。
E210,极端,长期运行,随机 bit-flip 把 role=host 改成 outsider,硬件级偶发错误。,t0 数据损坏；t1 权限立刻变化；t2 无 state validator/checksum。,失败,E_INDEX + E_FIELD,I09,缺状态校验层。
E211,极端,长期运行,world contexts 数量巨大，close sweep 成本过高,百万 context。,t0 定期清理 archived/expired；t1 没有分片/分页规范；t2 后台任务成为瓶颈。,部分通过,E_INDEX + E_STORM,I06,需要后台作业的分片与预算。
E212,极端,长期运行,relation graph 极大，priorityOf 查询过重,复杂组织网络。,t0 每条消息都查 RelationInfo；t1 成本高；t2 缺缓存/索引策略。,部分通过,E_OPS + E_INDEX,I08,关系模型本体未定，工程优化更无从谈起。
E213,极端,长期运行,participants 与 roles 长期漂移不同步,旧成员未清理。,t0 有人离职/离组；t1 participants 未清，roles 仍留；t2 重分配和权限紊乱。,部分通过,E_FIELD + E_OBL,"I09,I17",缺 consistency sweeper。
E214,极端,长期运行,public forum 的 summarizeRecentPosts 质量持续下降,帖子极多极杂。,t0 warm_messages 巨量；t1 摘要噪声变高；t2 缺质量反馈回路。,部分通过,E_COMBO,I06,摘要是必要近似，但缺质量治理。
E215,极端,长期运行,双活 agent 永久分叉后各自产生 durable writes,身份裂变。,t0 两副本都在线；t1 都写 ledger；t2 同一 agent 的历史分叉。,失败,E_WRITE + E_INDEX,"I09,I15",需要单 leader/session lease。
E216,极端,长期运行,lease 无 fencing 导致旧 holder 复活写入,排他资源管理。,t0 新 holder 已获取资源；t1 旧 holder 从暂停中恢复再写；t2 缺 fencing token。,失败,E_INDEX,I05,ResourceLease 没闭环。
E217,极端,长期运行,world 进入 degraded 后迟迟不回 normal,过载恢复逻辑缺失。,t0 一次高峰后降载；t1 高峰过去；t2 没有明确恢复条件。,失败,E_INDEX + E_STORM,I06,缺 overload 恢复状态机。
E218,极端,长期运行,长时间无压力后 attention decay 把 baseline 永久拉到 ambient,深度工作人格被磨平。,t0 数周无高压；t1 每 24h 下降一档；t2 最终 all ambient。,失败,E_COMBO,I02,这与“人格基线不可写回”冲突。
E219,极端,长期运行,场外长期运动导致 digital obligations 被长期拖延,身体活动长期占用。,t0 agent 一直 exercising；t1 obligations 只能靠 urgent 穿透；t2 normal work 积压。,部分通过,E_ACTIVITY + E_OBL,I11,模型可表达，但缺更长程 balancing。
E220,极端,长期运行,持续多年后 archived obligations 过多影响检索,历史体量巨大。,t0 archived_obligations 堆积；t1 close/review 查询变慢；t2 缺分层归档策略。,部分通过,E_OBL + E_INDEX,I04,只定义了归档，没有层级 retention。
